"","word","n"
"5772","arp audio synthesizers",1
"5773","arpeggiations he had",1
"5774","arrangement instrument and",1
"5775","arrangements by pianist",1
"5776","arrangements for the",1
"5777","arranger and bandleader",1
"5778","arranger and composer",1
"5779","arranger and film",1
"5780","arranger and producer",1
"5781","arranger band leader",1
"5782","arranger bandleader and",1
"5783","arranger born in",1
"5784","arranger composer and",1
"5785","arranger composer band",1
"5786","arranger educator and",1
"5787","arranger for film",1
"5788","arranger gil evans",1
"5789","arranger he came",1
"5790","arranger johnson was",1
"5791","arranger particularly in",1
"5792","arranger pianist billy",1
"5793","arrangers and composers",1
"5794","arrangers to broaden",1
"5795","arranging companion with",1
"5796","array of genres",1
"5797","array of synthesizers",1
"5798","art and sculpture",1
"5799","art blakey's band",1
"5800","art blakey's high",1
"5801","art blakey and",1
"5802","art blakey before",1
"5803","art blakey earl",1
"5804","art blakey en",1
"5805","art blakey in",1
"5806","art blakey moving",1
"5807","art blakey that",1
"5808","art farmer in",1
"5809","art farmer john",1
"5810","art galleries he",1
"5811","art of film",1
"5812","art rock new",1
"5813","art to the",1
"5814","arterial blood carries",1
"5815","arthropods using hemolymph",1
"5816","arthur blakey october",1
"5817","arthur edward pepper",1
"5818","artist 2009 en",1
"5819","artist and has",1
"5820","artist and in",1
"5821","artist and one",1
"5822","artist and separately",1
"5823","artist as a",1
"5824","artist competition in",1
"5825","artist entrepreneur educator",1
"5826","artist ever to",1
"5827","artist fela kuti",1
"5828","artist for buffet",1
"5829","artist graeme connors",1
"5830","artist in 1994",1
"5831","artist in 2006",1
"5832","artist in 2008",1
"5833","artist in music",1
"5834","artist in us",1
"5835","artist of all",1
"5836","artist often regarded",1
"5837","artist on the",1
"5838","artist releasing three",1
"5839","artist spalding was",1
"5840","artist to have",1
"5841","artist to win",1
"5842","artistic control by",1
"5843","artistic director for",1
"5844","artistry matured soon",1
"5845","artists as erykah",1
"5846","artists beck has",1
"5847","artists from time",1
"5848","artists having sold",1
"5849","artists in country",1
"5850","artists including bill",1
"5851","artists including depeche",1
"5852","artists including dizzy",1
"5853","artists including gary",1
"5854","artists including warren",1
"5855","artists like erykah",1
"5856","artists like wynton",1
"5857","artists of hard",1
"5858","artists of her",1
"5859","artists of rock",1
"5860","artists of the",1
"5861","artists solo and",1
"5862","artists the bee",1
"5863","arts and the",1
"5864","arts et des",1
"5865","arts film and",1
"5866","arts he released",1
"5867","arts in 1996",1
"5868","arts in jazz",1
"5869","arts in washington",1
"5870","arts the highest",1
"5871","arts which is",1
"5872","arturo o'farrill born",1
"5873","arturo sandoval's grammy",1
"5874","arturo sandoval is",1
"5875","arturo sandoval lee",1
"5876","arturo sandoval story",1
"5877","arty blues based",1
"5878","as 37th in",1
"5879","as a 16",1
"5880","as a bebop",1
"5881","as a book",1
"5882","as a collective",1
"5883","as a combination",1
"5884","as a composer",1
"5885","as a contestant",1
"5886","as a continuation",1
"5887","as a crossover",1
"5888","as a drummer",1
"5889","as a featuring",1
"5890","as a fighter",1
"5891","as a four",1
"5892","as a gospel",1
"5893","as a group",1
"5894","as a hard",1
"5895","as a leading",1
"5896","as a lifetime",1
"5897","as a living",1
"5898","as a love",1
"5899","as a major",1
"5900","as a musician",1
"5901","as a player",1
"5902","as a popular",1
"5903","as a post",1
"5904","as a precocious",1
"5905","as a predicted",1
"5906","as a presenter",1
"5907","as a primary",1
"5908","as a professor",1
"5909","as a prolific",1
"5910","as a re",1
"5911","as a reaction",1
"5912","as a return",1
"5913","as a sex",1
"5914","as a soloist",1
"5915","as a street",1
"5916","as a supporting",1
"5917","as a surprise",1
"5918","as a tail",1
"5919","as a teenager",1
"5920","as a tony",1
"5921","as a touring",1
"5922","as a triple",1
"5923","as a uniquely",1
"5924","as a violinist",1
"5925","as a virtuoso",1
"5926","as a writer",1
"5927","as abdullah ibn",1
"5928","as aggressive as",1
"5929","as albert ayler",1
"5930","as an activist",1
"5931","as an actor",1
"5932","as an arranger",1
"5933","as an educator",1
"5934","as an incubator",1
"5935","as an influence",1
"5936","as an instructor",1
"5937","as art blakey",1
"5938","as b b",1
"5939","as b.b king",1
"5940","as bandleader rhythm",1
"5941","as beggars banquet",1
"5942","as being his",1
"5943","as bicarbonate ion",1
"5944","as big boy",1
"5945","as bishop in",1
"5946","as blowin in",1
"5947","as blue eyed",1
"5948","as bobby watson",1
"5949","as both a",1
"5950","as both leader",1
"5951","as cha cha",1
"5952","as chasing dreams",1
"5953","as cohesive consistent",1
"5954","as commencement speaker",1
"5955","as contributing to",1
"5956","as crustaceans and",1
"5957","as dead prez",1
"5958","as deeply original",1
"5959","as did his",1
"5960","as down beat's",1
"5961","as dr clay",1
"5962","as e.s.p 1965",1
"5963","as elew is",1
"5964","as erykah badu",1
"5965","as esquire he",1
"5966","as evidenced by",1
"5967","as florence jackson",1
"5968","as for his",1
"5969","as for the",1
"5970","as founder and",1
"5971","as free jazz",1
"5972","as gary numan",1
"5973","as having attained",1
"5974","as having greatly",1
"5975","as having helped",1
"5976","as he had",1
"5977","as hemoglobin because",1
"5978","as high as",1
"5979","as his artistry",1
"5980","as his fame",1
"5981","as his guitar",1
"5982","as his innovations",1
"5983","as his next",1
"5984","as his use",1
"5985","as hotel rooms",1
"5986","as i can't",1
"5987","as iggy pop",1
"5988","as influences en",1
"5989","as inspired by",1
"5990","as it spent",1
"5991","as jay jay",1
"5992","as jazz singer",1
"5993","as john coltrane",1
"5994","as juan tizol's",1
"5995","as jumpin jack",1
"5996","as karma and",1
"5997","as keb mo",1
"5998","as ken peplowski",1
"5999","as keyboardist for",1
"6000","as leader in",1
"6001","as leading his",1
"6002","as lithe loose",1
"6003","as long and",1
"6004","as louis armstrong",1
"6005","as many short",1
"6006","as master of",1
"6007","as mellow as",1
"6008","as milestones 1958",1
"6009","as monet tejada",1
"6010","as money for",1
"6011","as my favorite",1
"6012","as ni is",1
"6013","as nin and",1
"6014","as no one",1
"6015","as npr's jazz",1
"6016","as number 50",1
"6017","as nutrients and",1
"6018","as opposed to",1
"6019","as oscar peterson",1
"6020","as over 220",1
"6021","as performing as",1
"6022","as pianist for",1
"6023","as post bop",1
"6024","as prison song",1
"6025","as probably jazz's",1
"6026","as prominent performers",1
"6027","as reggae blues",1
"6028","as renowned for",1
"6029","as rolling around",1
"6030","as running her",1
"6031","as saxophonist johnny",1
"6032","as saxophonist on",1
"6033","as sco is",1
"6034","as sex pistols",1
"6035","as shotgun willie",1
"6036","as sidemen his",1
"6037","as some of",1
"6038","as soweto blues",1
"6039","as stan getz",1
"6040","as stepping stones",1
"6041","as stevie wonder",1
"6042","as sting is",1
"6043","as sting the",1
"6044","as swing musicians",1
"6045","as the 80th",1
"6046","as the 87th",1
"6047","as the accompanist",1
"6048","as the anchor",1
"6049","as the backing",1
"6050","as the bamboo",1
"6051","as the bee",1
"6052","as the brit",1
"6053","as the co",1
"6054","as the collaborative",1
"6055","as the creation",1
"6056","as the dean",1
"6057","as the decade",1
"6058","as the detroit",1
"6059","as the director",1
"6060","as the disco",1
"6061","as the father",1
"6062","as the first",1
"6063","as the frontman",1
"6064","as the genius",1
"6065","as the greatest",1
"6066","as the king",1
"6067","as the leader",1
"6068","as the leading",1
"6069","as the man",1
"6070","as the middleweight",1
"6071","as the mighty",1
"6072","as the monterey",1
"6073","as the nbc",1
"6074","as the never",1
"6075","as the next",1
"6076","as the only",1
"6077","as the opening",1
"6078","as the patriarch",1
"6079","as the single",1
"6080","as the spanish",1
"6081","as the stones",1
"6082","as the thelonious",1
"6083","as the tonight",1
"6084","as the track",1
"6085","as the united",1
"6086","as the who",1
"6087","as the winner",1
"6088","as their lead",1
"6089","as tommy flanagan",1
"6090","as toots thielemans",1
"6091","as well en",1
"6092","as witchy woman",1
"6093","as writing and",1
"6094","as wynton marsalis",1
"6095","ascap commissions he",1
"6096","ascap in 2007",1
"6097","ascension and live",1
"6098","ashcroft as the",1
"6099","ashcroft born 11",1
"6100","ashcroft received the",1
"6101","ashcroft released his",1
"6102","ashcroft then founded",1
"6103","aspect of jazz",1
"6104","aspects of their",1
"6105","assailant in a",1
"6106","assemblage art and",1
"6107","assembled the band",1
"6108","assembles a live",1
"6109","assembly program with",1
"6110","assembly under jackson's",1
"6111","assessed as some",1
"6112","assets cleared his",1
"6113","assets were seized",1
"6114","assimilated into other",1
"6115","associated with for",1
"6116","associated with peter",1
"6117","association of america",1
"6118","association with sonny",1
"6119","association with the",1
"6120","astral weeks of",1
"6121","at 3 and",1
"6122","at 342 shows",1
"6123","at a 2001",1
"6124","at a cotton",1
"6125","at a time",1
"6126","at age 14",1
"6127","at age 16",1
"6128","at age 17",1
"6129","at age 18",1
"6130","at age 20",1
"6131","at age five",1
"6132","at age four",1
"6133","at age seven",1
"6134","at age six",1
"6135","at birdland following",1
"6136","at both the",1
"6137","at buckingham palace",1
"6138","at carnegie hall",1
"6139","at charity benefits",1
"6140","at chess records",1
"6141","at dizzy's club",1
"6142","at east carolina",1
"6143","at eighteen he",1
"6144","at first considered",1
"6145","at florida southern",1
"6146","at harvard university",1
"6147","at her alma",1
"6148","at howard university",1
"6149","at indiana university",1
"6150","at juilliard he",1
"6151","at juilliard in",1
"6152","at last 2001",1
"6153","at least nine",1
"6154","at live aid",1
"6155","at memphis state",1
"6156","at more than",1
"6157","at no 93",1
"6158","at no 94",1
"6159","at number 14",1
"6160","at number 3",1
"6161","at number 34",1
"6162","at number 5",1
"6163","at number 9",1
"6164","at number five",1
"6165","at nyu maricle",1
"6166","at other labels",1
"6167","at rensselaer polytechnic",1
"6168","at school in",1
"6169","at skidmore college",1
"6170","at slow tempos",1
"6171","at slugs saloon",1
"6172","at southern university",1
"6173","at st mary's",1
"6174","at suny binghamton",1
"6175","at ten during",1
"6176","at that point",1
"6177","at the 1959",1
"6178","at the 1985",1
"6179","at the 1986",1
"6180","at the 2005",1
"6181","at the apollo",1
"6182","at the aria",1
"6183","at the armadillo",1
"6184","at the australian",1
"6185","at the bath",1
"6186","at the beginning",1
"6187","at the bienen",1
"6188","at the ceremony",1
"6189","at the collegiate",1
"6190","at the cotton",1
"6191","at the esquire",1
"6192","at the folkwang",1
"6193","at the grand",1
"6194","at the headquarters",1
"6195","at the in",1
"6196","at the jazzmobile",1
"6197","at the juilliard",1
"6198","at the kennedy",1
"6199","at the manhattan",1
"6200","at the mary",1
"6201","at the michigan",1
"6202","at the new",1
"6203","at the notre",1
"6204","at the peabody",1
"6205","at the savoy",1
"6206","at the strings",1
"6207","at the super",1
"6208","at the sydney",1
"6209","at the thelonious",1
"6210","at the time",1
"6211","at the ucla",1
"6212","at the urging",1
"6213","at the world",1
"6214","at town hall",1
"6215","at trinity university",1
"6216","at various radio",1
"6217","at wembley stadium",1
"6218","at william paterson",1
"6219","at writing miniatures",1
"6220","atlanta and studied",1
"6221","atlanta in 1997",1
"6222","atlantic he contributed",1
"6223","atlantic records eric",1
"6224","atlantic records nelson",1
"6225","atop the hot",1
"6226","attack while on",1
"6227","attack with abrupt",1
"6228","attained his goal",1
"6229","attended baylor university",1
"6230","attended berkeley high",1
"6231","attended berklee college",1
